user_id,first_name,last_name,full_name,gender,date_of_birth,age,email,phone,address,city,state,country,zipcode,account_created_at,last_login_at,account_status,customer_segment,total_purchases,lifetime_value,average_order_value,preferred_categories,email_subscribed,sms_subscribed,preferred_language,preferred_currency,is_premium_member,referral_code,kyc_verified
USER-985331,Candace,Barber,Candace Barber,Female,1986-05-31,39,candace.barber574@yahoo.com,738.939.5972x466,23297 Laura Park Suite 338,West Hannah,Hawaii,South Georgia and the South Sandwich Islands,11798,2021-08-11 07:47:42,2025-09-12 07:47:42,active,regular,16,16729,1045.56,sports,True,False,French,GBP,False,REF81786,False
USER-836201,Anthony,Smith,Anthony Smith,Male,2005-11-07,20,anthony.smith919@yahoo.com,(522)980-1561x931,891 Sara Mill,Kaylaside,Michigan,Eritrea,35561,2024-12-28 07:47:42,2025-09-28 07:47:42,active,loyal,42,44330,1055.48,books,True,True,English,INR,True,REF38257,False
USER-964607,Robert,Estes,Robert Estes,Male,1962-09-19,63,robert.estes347@gmail.com,399-518-0812,125 Fuentes Crossing Apt. 760,Lake Kelly,Mississippi,United States Minor Outlying Islands,58371,2025-04-23 07:47:42,2025-10-08 07:47:42,active,vip,200,114602,573.01,"grocery,beauty",True,False,English,CAD,True,REF16366,False
USER-979562,John,Lamb,John Lamb,Other,1977-04-11,48,john.lamb947@yahoo.com,821.845.6532x86326,811 Edwards Trail,Sherrymouth,New Jersey,Ukraine,19583,2023-01-23 07:47:42,2025-11-08 07:47:42,active,occasional,2,1551,775.5,"beauty,books,sports",False,True,French,INR,False,REF54939,False
USER-574843,Christopher,Brown,Christopher Brown,Male,1999-09-20,26,christopher.brown423@gmail.com,+1-429-808-4668x45504,563 Miller Plain Suite 628,New Claudia,Tennessee,Kiribati,81528,2022-07-15 07:47:42,2025-09-02 07:47:42,active,occasional,5,2948,589.6,"beauty,grocery,toys",True,True,Spanish,CAD,False,REF48086,False
USER-805034,William,Campbell,William Campbell,Male,1962-01-05,63,william.campbell666@hotmail.com,+1-648-552-0089,4851 Katherine Crossing,Jessicahaven,Wyoming,Syrian Arab Republic,14976,2024-11-30 07:47:42,2025-09-27 07:47:42,active,regular,15,16638,1109.2,"grocery,books",False,False,German,USD,False,REF78515,True
USER-126499,Joan,Armstrong,Joan Armstrong,Female,1997-12-02,27,joan.armstrong55@yahoo.com,539-398-9354x49268,66110 Beasley Mountains,Port Kimberly,North Dakota,Greece,60048,2022-02-26 07:47:42,2025-11-23 07:47:42,active,loyal,44,45740,1039.55,"books,clothing",True,False,Spanish,CAD,True,REF14234,False
USER-953568,Cindy,Miller,Cindy Miller,Female,2001-08-19,24,cindy.miller631@hotmail.com,(498)486-4976x7762,377 Julie Points,Andersonhaven,Virginia,Libyan Arab Jamahiriya,69856,2021-01-17 07:47:42,2025-09-05 07:47:42,active,occasional,2,3685,1842.5,"books,beauty,toys",True,False,German,INR,False,REF99803,False
USER-678944,Jacob,Crane,Jacob Crane,Male,2007-07-21,18,jacob.crane762@yahoo.com,715-694-0821,44327 David Keys Apt. 067,Toddberg,Maryland,Holy See (Vatican City State),19131,2024-07-03 07:47:42,2025-11-05 07:47:42,inactive,occasional,4,2347,586.75,"beauty,toys,books",True,True,French,INR,False,REF33255,True
USER-296059,Kenneth,Knight,Kenneth Knight,Male,1960-11-13,65,kenneth.knight527@yahoo.com,(879)822-8777x2519,120 Hoffman Crossing Apt. 398,Ambermouth,Montana,Djibouti,96958,2025-03-30 07:47:42,2025-10-13 07:47:42,active,vip,121,341817,2824.93,books,True,False,German,EUR,True,REF15235,True
USER-438302,Barbara,Brown,Barbara Brown,Other,2004-07-08,21,barbara.brown793@hotmail.com,578.501.8204,9070 Kim Mall Apt. 856,Millerside,Virginia,Switzerland,80042,2022-05-29 07:47:42,2025-09-13 07:47:42,active,occasional,3,4518,1506.0,"beauty,electronics,grocery",False,True,Spanish,CAD,False,REF18936,True
USER-536135,Jonathan,Wilson,Jonathan Wilson,Other,1973-01-07,52,jonathan.wilson414@hotmail.com,(442)224-1246,52654 David Crest Apt. 339,North Jennifer,Massachusetts,Nicaragua,39563,2025-05-25 07:47:42,2025-10-17 07:47:42,active,regular,11,15868,1442.55,"books,clothing",False,True,English,GBP,False,REF68414,True
USER-773462,Brenda,Vasquez,Brenda Vasquez,Other,1968-09-17,57,brenda.vasquez250@hotmail.com,(214)605-7861x7063,1832 Fernandez Extension Apt. 868,East Kathrynberg,Pennsylvania,Micronesia,40427,2025-09-09 07:47:42,2025-09-04 07:47:42,active,occasional,4,1428,357.0,"books,electronics,grocery",False,False,German,USD,False,REF48854,True
USER-435872,Shannon,Smith,Shannon Smith,Other,2002-05-29,23,shannon.smith971@hotmail.com,620-207-4946x5398,3985 Reid Terrace Suite 435,West Christopherville,West Virginia,Central African Republic,18805,2025-05-17 07:47:42,2025-11-09 07:47:42,active,new,0,0,0.0,"electronics,beauty,grocery",True,True,German,USD,False,REF36945,False
USER-777968,Glenn,Stevens,Glenn Stevens,Male,1960-07-19,65,glenn.stevens703@yahoo.com,9208970026,6956 Mary Valleys,New Anthonymouth,Colorado,Mauritania,88613,2025-01-19 07:47:42,2025-11-27 07:47:42,active,regular,15,5620,374.67,home,False,True,Hindi,EUR,False,REF43901,False
USER-506881,Melissa,Smith,Melissa Smith,Female,1967-05-28,58,melissa.smith415@yahoo.com,670.530.4531,36149 Jackson Fields,Benjaminfort,New York,Djibouti,92781,2023-06-27 07:47:42,2025-10-21 07:47:42,active,vip,80,330407,4130.09,"clothing,toys,beauty",True,True,French,CAD,True,REF23911,False
USER-925115,Donna,Knight,Donna Knight,Other,1988-08-21,37,donna.knight622@hotmail.com,001-521-692-1249,60566 Martinez Path Suite 758,Lake Ericaview,Utah,Congo,89719,2025-06-05 07:47:42,2025-10-25 07:47:42,active,occasional,4,3624,906.0,"electronics,sports,clothing",True,True,German,CAD,False,REF48663,True
USER-412534,Katherine,Stephenson,Katherine Stephenson,Other,1951-02-25,74,katherine.stephenson937@gmail.com,568-875-0635x190,76095 Wright Mountains,East Mark,Kansas,Belarus,08738,2021-06-15 07:47:42,2025-09-09 07:47:42,inactive,regular,5,14068,2813.6,clothing,True,True,Hindi,CAD,False,REF61653,True
USER-419491,David,Peterson,David Peterson,Male,1959-12-21,65,david.peterson760@yahoo.com,731.399.7179x11006,10804 Morales River Suite 399,Port Scottport,Florida,Slovenia,80551,2021-11-04 07:47:42,2025-10-17 07:47:42,active,regular,9,7637,848.56,"books,clothing,electronics",True,True,Hindi,INR,False,REF94498,True
USER-404771,Alex,Reyes,Alex Reyes,Other,2003-10-04,22,alex.reyes257@yahoo.com,+1-291-350-7859x311,9723 Laura Circle Apt. 496,Lake William,Illinois,Nauru,47082,2025-05-12 07:47:42,2025-11-05 07:47:42,active,occasional,4,3210,802.5,"sports,electronics,home",True,True,French,INR,False,REF69067,False
USER-746281,William,Pearson,William Pearson,Other,1988-04-16,37,william.pearson711@yahoo.com,001-782-227-4954,5333 Matthew Shores,North John,Pennsylvania,Maldives,73829,2022-08-21 07:47:42,2025-11-11 07:47:42,active,regular,16,18233,1139.56,"home,electronics",False,True,Spanish,INR,False,REF46264,False
USER-240829,Thomas,Holt,Thomas Holt,Other,1961-05-30,64,thomas.holt340@hotmail.com,001-259-995-9465x217,75636 Margaret Avenue,Lake Jerry,Alabama,Cyprus,82279,2020-12-28 07:47:42,2025-09-30 07:47:42,active,regular,16,17693,1105.81,"clothing,grocery,beauty",True,False,Spanish,CAD,False,REF35746,False
USER-869177,Michael,Jones,Michael Jones,Other,2002-12-11,22,michael.jones745@hotmail.com,524-573-9500,30241 Marie Dam,West Jennifer,Idaho,Finland,45041,2025-06-28 07:47:42,2025-11-28 07:47:42,active,occasional,1,3818,3818.0,electronics,False,False,Spanish,GBP,False,REF61445,True
USER-909652,Nicholas,Cobb,Nicholas Cobb,Other,1961-01-12,64,nicholas.cobb878@yahoo.com,847.335.5289,559 Rowland Gardens Apt. 993,Port Jake,Georgia,British Indian Ocean Territory (Chagos Archipelago),70304,2024-04-13 07:47:42,2025-11-13 07:47:42,active,regular,7,11500,1642.86,sports,True,True,German,EUR,False,REF33480,True
USER-871667,Melissa,Phillips,Melissa Phillips,Other,1977-01-26,48,melissa.phillips962@yahoo.com,904.328.9731,725 Fox Orchard Suite 749,Potterhaven,North Carolina,Chad,49556,2023-11-26 07:47:42,2025-11-25 07:47:42,active,regular,20,8796,439.8,"sports,electronics",True,False,German,INR,False,REF69591,True
USER-141843,Richard,Morse,Richard Morse,Other,1987-07-14,38,richard.morse106@hotmail.com,8338373634,7853 Steven Road,Jonathanland,Hawaii,Montserrat,18107,2021-12-19 07:47:42,2025-09-25 07:47:42,active,occasional,3,2657,885.67,"home,sports,beauty",False,False,Hindi,USD,False,REF77720,False
USER-494609,George,Hayes,George Hayes,Male,1974-05-16,51,george.hayes416@yahoo.com,(375)646-0273x415,50835 Emily Glen,Port Joshuabury,North Carolina,Tajikistan,13399,2023-12-08 07:47:42,2025-10-17 07:47:42,active,regular,20,19535,976.75,"home,sports,clothing",True,True,Hindi,GBP,False,REF37723,True
USER-295984,Eric,Ochoa,Eric Ochoa,Male,1984-08-21,41,eric.ochoa617@yahoo.com,892.884.0445,37389 Sharp Mountain,South Destinyberg,Pennsylvania,Swaziland,52602,2021-11-21 07:47:42,2025-11-15 07:47:42,active,occasional,4,3205,801.25,"grocery,sports",True,True,German,USD,False,REF41938,True
USER-234097,Matthew,Miller,Matthew Miller,Other,1970-10-24,55,matthew.miller165@gmail.com,(763)777-8052x92407,9090 Eric Isle Suite 636,Jenningsfurt,Nebraska,Czech Republic,91008,2025-02-27 07:47:42,2025-09-11 07:47:42,active,regular,9,5916,657.33,toys,True,False,English,EUR,False,REF68877,False
USER-605065,Arthur,Hughes,Arthur Hughes,Male,1993-06-02,32,arthur.hughes851@gmail.com,597-341-2182x09702,0580 Mark Loop,Jamieport,Missouri,United States Minor Outlying Islands,86952,2023-08-11 07:47:42,2025-09-15 07:47:42,active,loyal,38,46884,1233.79,"books,clothing,beauty",False,False,Hindi,CAD,True,REF19023,True
USER-496583,Jeanne,Mayo,Jeanne Mayo,Female,1999-01-19,26,jeanne.mayo112@hotmail.com,(571)963-2346x72994,597 Ford Canyon,East Seanfurt,Illinois,Falkland Islands (Malvinas),79779,2025-10-27 07:47:42,2025-11-05 07:47:42,active,regular,18,18541,1030.06,home,False,True,Hindi,CAD,False,REF25403,True
USER-605666,Jo,Roberts,Jo Roberts,Other,1999-11-07,26,jo.roberts924@yahoo.com,(446)392-6329x676,137 Riddle Plaza Apt. 511,East Nicoleburgh,Vermont,India,36385,2022-07-13 07:47:42,2025-09-22 07:47:42,active,occasional,4,4776,1194.0,toys,True,False,German,GBP,False,REF87207,True
USER-546157,Jonathan,Chan,Jonathan Chan,Male,1991-05-08,34,jonathan.chan489@yahoo.com,(843)780-7017,257 Murray Corner,South Benjamin,Montana,Samoa,33348,2021-08-14 07:47:42,2025-11-01 07:47:42,active,new,0,0,0.0,"toys,home,clothing",True,True,Hindi,CAD,False,REF25444,True
USER-493247,Amy,Allen,Amy Allen,Other,1994-05-18,31,amy.allen705@gmail.com,342.220.9124x1862,837 Mary Valleys,South Michael,Louisiana,Philippines,28900,2021-05-27 07:47:42,2025-10-21 07:47:42,active,regular,8,7535,941.88,"books,home,grocery",False,False,Hindi,GBP,False,REF99208,False
USER-891645,Joseph,Bates,Joseph Bates,Male,1981-08-13,44,joseph.bates566@gmail.com,(347)209-0063x3533,220 Hunt Via,West Loriland,Alaska,Italy,29411,2021-07-08 07:47:42,2025-09-20 07:47:42,active,regular,16,14160,885.0,"books,grocery",False,False,Spanish,USD,False,REF40116,False
USER-921149,Mark,Hart,Mark Hart,Other,1997-02-11,28,mark.hart103@hotmail.com,786.461.3315,49501 Robert Trafficway,Alexanderborough,Montana,American Samoa,60633,2024-09-16 07:47:42,2025-09-26 07:47:42,active,regular,15,18121,1208.07,"electronics,clothing,sports",True,True,Spanish,INR,False,REF88675,False
USER-192422,Kyle,Bird,Kyle Bird,Male,1991-01-08,34,kyle.bird228@hotmail.com,+1-792-441-9562,99768 Wesley Squares Apt. 309,Tiffanyfort,Wisconsin,North Macedonia,09350,2023-11-01 07:47:42,2025-11-20 07:47:42,active,occasional,4,3782,945.5,"books,beauty,grocery",True,True,German,INR,False,REF11403,True
USER-991884,Katherine,Martinez,Katherine Martinez,Other,1956-02-29,69,katherine.martinez531@hotmail.com,(539)910-2574x32630,403 Cooper Ford Apt. 339,West Lonnie,Michigan,Saint Vincent and the Grenadines,05692,2024-04-23 07:47:42,2025-11-06 07:47:42,active,vip,180,320434,1780.19,"home,beauty,electronics",False,True,English,EUR,True,REF21382,False
USER-917546,Shelley,Boyd,Shelley Boyd,Female,1985-02-09,40,shelley.boyd686@yahoo.com,+1-501-571-3023x2129,62934 Ray Roads,Hardyport,Colorado,Madagascar,22017,2023-09-12 07:47:42,2025-10-10 07:47:42,active,regular,5,17073,3414.6,books,False,False,French,EUR,False,REF89477,True
USER-576849,Christina,Huffman,Christina Huffman,Female,1971-06-04,54,christina.huffman5@gmail.com,(266)827-7689x627,6747 Brooks Rest,Brookeberg,Colorado,Japan,72964,2024-06-13 07:47:42,2025-11-08 07:47:42,active,regular,8,14152,1769.0,"beauty,electronics",False,False,German,INR,False,REF83815,False
USER-907369,John,Cook,John Cook,Male,1959-09-03,66,john.cook348@yahoo.com,823.800.8576,16923 Krueger Trail Suite 875,Burnsshire,Mississippi,Samoa,09837,2021-07-25 07:47:42,2025-10-03 07:47:42,active,occasional,5,724,144.8,"clothing,sports",True,True,French,INR,False,REF56281,True
USER-834861,Melissa,Curtis,Melissa Curtis,Female,1992-11-23,33,melissa.curtis295@yahoo.com,001-533-470-5024x9724,362 King Hollow,Lake Jenniferfurt,Delaware,American Samoa,52623,2025-05-23 07:47:42,2025-10-10 07:47:42,active,occasional,3,1122,374.0,grocery,False,False,Spanish,CAD,False,REF45268,True
USER-882401,Vincent,Ferguson,Vincent Ferguson,Other,1995-11-09,30,vincent.ferguson511@yahoo.com,001-546-811-9524,686 Quinn Extension,East Lisatown,Maryland,Qatar,13198,2021-10-12 07:47:42,2025-11-05 07:47:42,active,regular,12,19299,1608.25,sports,True,False,Spanish,USD,False,REF25712,True
USER-808640,Gregory,Lopez,Gregory Lopez,Other,1976-01-21,49,gregory.lopez629@gmail.com,828.917.9323x0234,1415 Brenda Neck,Port Danaland,South Carolina,Niue,38921,2025-11-16 07:47:42,2025-09-22 07:47:42,active,new,0,0,0.0,"beauty,sports",False,False,Spanish,CAD,False,REF46735,False
USER-332881,Todd,Hodges,Todd Hodges,Other,1998-12-03,26,todd.hodges56@gmail.com,909-901-3806x984,6690 Marks Valley,Rogersmouth,Michigan,Saudi Arabia,41818,2022-12-19 07:47:42,2025-10-07 07:47:42,active,regular,6,13232,2205.33,"home,sports,electronics",False,False,English,USD,False,REF98356,True
USER-497859,Craig,Bryant,Craig Bryant,Other,2001-08-28,24,craig.bryant334@yahoo.com,001-820-591-8435x7978,739 Ross Ridge Apt. 567,Allenstad,South Dakota,Afghanistan,06498,2023-11-20 07:47:42,2025-09-13 07:47:42,active,occasional,2,4993,2496.5,"grocery,books",False,False,Spanish,INR,False,REF65567,True
USER-539450,Valerie,Vincent,Valerie Vincent,Other,1959-11-16,66,valerie.vincent382@gmail.com,001-664-993-2898x0271,11602 Orr Trafficway,South Elainebury,New Hampshire,Chile,32398,2023-11-13 07:47:42,2025-10-10 07:47:42,active,regular,10,14361,1436.1,"sports,toys,electronics",False,True,Hindi,INR,False,REF59923,True
USER-252928,Juan,Ball,Juan Ball,Other,1998-08-15,27,juan.ball485@yahoo.com,+1-812-587-1539x91566,195 Melissa Light,West Christopherland,Kentucky,Czech Republic,45096,2021-05-24 07:47:42,2025-11-29 07:47:42,closed,loyal,35,24406,697.31,"beauty,toys,sports",False,False,Hindi,CAD,True,REF16253,False
USER-203782,Barbara,Smith,Barbara Smith,Other,1996-12-24,28,barbara.smith62@hotmail.com,+1-536-365-5289,729 Thomas Shores Apt. 954,Stewartport,Alabama,Indonesia,29193,2024-09-14 07:47:42,2025-10-29 07:47:42,active,regular,8,12370,1546.25,"beauty,home",False,False,English,INR,False,REF25890,False
USER-812597,Wayne,Barker,Wayne Barker,Other,1995-03-16,30,wayne.barker591@hotmail.com,001-573-574-6052,2086 Henderson Mountains Suite 661,Port Kimberlyfort,West Virginia,Reunion,95842,2022-09-07 07:47:42,2025-09-08 07:47:42,active,occasional,2,2831,1415.5,"grocery,toys,beauty",False,True,German,CAD,False,REF47555,False
USER-762398,Joseph,Campbell,Joseph Campbell,Male,1952-08-26,73,joseph.campbell172@gmail.com,001-486-912-5904x729,059 Erika Walks,Phyllisborough,New Mexico,Qatar,29092,2022-04-28 07:47:42,2025-10-18 07:47:42,inactive,regular,17,18908,1112.24,home,False,True,French,GBP,False,REF95591,False
USER-844943,Brittany,Clements,Brittany Clements,Female,1969-05-14,56,brittany.clements661@hotmail.com,(701)857-2018,4926 Kimberly Way Suite 475,Sanchezville,South Dakota,Canada,32070,2023-09-12 07:47:42,2025-10-27 07:47:42,suspended,occasional,3,4767,1589.0,"home,clothing",True,True,Spanish,GBP,False,REF20494,True
USER-275018,Alexandra,Wilson,Alexandra Wilson,Female,2001-01-16,24,alexandra.wilson98@yahoo.com,+1-983-809-9974x1926,0688 Brown Villages,North Mark,Oregon,French Southern Territories,94056,2025-07-22 07:47:42,2025-10-01 07:47:42,active,regular,5,17630,3526.0,clothing,False,True,English,INR,False,REF50549,True
USER-359414,Brenda,Reeves,Brenda Reeves,Other,1989-10-02,36,brenda.reeves454@hotmail.com,731-329-2087,11845 Rodney Shoals Apt. 340,Lake Evan,Florida,Armenia,74228,2022-05-26 07:47:42,2025-11-14 07:47:42,active,loyal,46,25590,556.3,"beauty,toys,home",False,False,Hindi,GBP,True,REF81898,False
USER-241678,Sophia,Stone,Sophia Stone,Other,1973-09-30,52,sophia.stone182@yahoo.com,+1-287-529-7585x98831,839 Ramirez Stream,West Melissa,Illinois,Argentina,28709,2022-08-07 07:47:42,2025-09-15 07:47:42,active,regular,18,13576,754.22,"books,home,sports",True,True,German,GBP,False,REF57943,False
USER-372427,Marcus,Jones,Marcus Jones,Male,1988-03-08,37,marcus.jones11@yahoo.com,(726)471-4628x3143,314 Amanda Spur,Victoriachester,Georgia,Italy,50169,2025-11-29 07:47:42,2025-09-25 07:47:42,active,occasional,2,3317,1658.5,"electronics,beauty,sports",False,False,English,INR,False,REF48393,True
USER-935471,Joshua,Jones,Joshua Jones,Male,1972-08-04,53,joshua.jones383@gmail.com,(354)423-4016x361,948 Lawson Causeway Apt. 562,Briannafort,Washington,Malta,13023,2024-11-08 07:47:42,2025-10-09 07:47:42,active,occasional,4,3733,933.25,"toys,grocery,sports",True,False,English,INR,False,REF91962,True
USER-641704,Michael,Figueroa,Michael Figueroa,Other,1956-10-01,69,michael.figueroa711@hotmail.com,+1-496-479-2408,967 Scott Knoll,Brianstad,Missouri,Cambodia,93234,2022-01-27 07:47:42,2025-10-27 07:47:42,active,regular,13,11765,905.0,home,True,False,English,INR,False,REF90967,False
USER-385353,Lauren,Shaw,Lauren Shaw,Other,1968-03-16,57,lauren.shaw504@yahoo.com,234.314.6511x13129,7881 Smith Field,Stokestown,Maine,Samoa,56073,2024-11-10 07:47:42,2025-10-20 07:47:42,active,vip,62,330478,5330.29,books,False,True,German,USD,True,REF40514,True
USER-258003,Thomas,Reese,Thomas Reese,Male,1976-09-02,49,thomas.reese223@yahoo.com,001-485-338-9097x283,51538 Kelly Orchard Suite 430,Stephaniechester,Florida,Haiti,65448,2023-12-30 07:47:42,2025-10-08 07:47:42,active,regular,20,11084,554.2,beauty,True,True,English,GBP,False,REF61435,True
USER-669578,Nancy,Carroll,Nancy Carroll,Female,1996-02-22,29,nancy.carroll197@yahoo.com,+1-780-379-7050x9754,3188 Robert Oval Apt. 243,South Michael,Minnesota,Albania,13783,2021-03-12 07:47:42,2025-10-29 07:47:42,suspended,occasional,1,1499,1499.0,"sports,grocery,toys",True,True,Spanish,INR,False,REF22315,True
USER-595793,Julie,Brooks,Julie Brooks,Female,1964-04-19,61,julie.brooks985@yahoo.com,(884)217-7225,6502 Stacy Shores,North Jake,Virginia,Guinea-Bissau,05777,2024-02-29 07:47:42,2025-10-20 07:47:42,active,loyal,43,21382,497.26,"clothing,home,sports",False,True,French,USD,True,REF97385,True
USER-218414,William,Wilson,William Wilson,Male,1967-06-07,58,william.wilson445@hotmail.com,225.568.6211x0225,4716 Christina Stream Apt. 341,Russelltown,Utah,Austria,57429,2024-02-04 07:47:42,2025-11-29 07:47:42,active,loyal,28,39159,1398.54,electronics,True,False,Hindi,EUR,True,REF58679,True
USER-360804,Sean,Gamble,Sean Gamble,Male,1976-03-05,49,sean.gamble94@hotmail.com,(237)618-9239x23126,6843 Matthew Neck,Smithborough,Georgia,Congo,12420,2022-01-25 07:47:42,2025-09-12 07:47:42,active,regular,6,5979,996.5,clothing,True,False,Spanish,GBP,False,REF83184,False
USER-944654,Amy,Simmons,Amy Simmons,Female,1960-12-20,64,amy.simmons198@yahoo.com,445-245-6350,2475 Torres Court,Jasonfort,Arkansas,Afghanistan,37222,2025-10-17 07:47:42,2025-09-03 07:47:42,inactive,regular,9,9107,1011.89,"grocery,books",False,False,Spanish,CAD,False,REF34461,False
USER-439403,Elizabeth,Vega,Elizabeth Vega,Other,1978-09-25,47,elizabeth.vega282@gmail.com,455-398-9534x39611,954 Mayo Flats,East Janet,Pennsylvania,Armenia,13429,2021-01-18 07:47:42,2025-09-15 07:47:42,active,new,0,0,0.0,home,False,False,French,CAD,False,REF58118,False
USER-100754,Amanda,Hernandez,Amanda Hernandez,Other,1975-01-18,50,amanda.hernandez389@gmail.com,(284)485-5716x17688,367 Gabriel Terrace,West Brandon,Louisiana,Netherlands Antilles,74710,2021-10-19 07:47:42,2025-11-07 07:47:42,active,occasional,5,3482,696.4,beauty,True,False,Spanish,CAD,False,REF99551,False
USER-902930,William,Hart,William Hart,Other,1998-04-30,27,william.hart628@yahoo.com,+1-643-620-2939x087,08340 Sheri Harbors,Jeanetteside,Iowa,Timor-Leste,16112,2024-04-29 07:47:42,2025-10-20 07:47:42,active,regular,15,6809,453.93,"clothing,electronics,grocery",True,True,Spanish,USD,False,REF73618,True
USER-203550,Timothy,Nelson,Timothy Nelson,Male,1971-10-03,54,timothy.nelson658@gmail.com,+1-433-881-0595x5184,3424 Amanda Ways,Markton,South Carolina,Ukraine,82546,2021-03-23 07:47:42,2025-10-12 07:47:42,active,occasional,5,2596,519.2,clothing,True,True,German,USD,False,REF71349,True
USER-478458,Kimberly,Deleon,Kimberly Deleon,Other,1960-01-10,65,kimberly.deleon961@hotmail.com,001-464-998-3735x4396,72239 Harding Falls Suite 042,Richardsonfort,Washington,Djibouti,12781,2020-12-02 07:47:42,2025-10-08 07:47:42,active,occasional,1,2677,2677.0,"clothing,toys,home",True,True,Hindi,USD,False,REF23267,True
USER-657487,Stacey,Roth,Stacey Roth,Female,1995-08-23,30,stacey.roth198@hotmail.com,412.216.3761,31429 Laura Branch,Cruzville,Connecticut,Netherlands,02277,2022-12-18 07:47:42,2025-09-07 07:47:42,active,regular,10,14149,1414.9,"clothing,toys",False,False,German,USD,False,REF31864,True
USER-676680,Tina,Rodriguez,Tina Rodriguez,Female,1975-09-11,50,tina.rodriguez346@yahoo.com,001-513-227-9724x572,84186 Aaron Fork,Courtneyville,Vermont,Mayotte,03280,2022-03-24 07:47:42,2025-11-10 07:47:42,inactive,regular,19,10772,566.95,"beauty,toys,home",False,False,French,CAD,False,REF41551,True
USER-493282,Andrew,Simmons,Andrew Simmons,Other,1960-01-26,65,andrew.simmons261@yahoo.com,+1-743-361-7213x1451,262 Weber Heights Suite 147,New Edwardchester,Colorado,Guyana,70032,2023-11-23 07:47:42,2025-10-04 07:47:42,active,regular,17,5003,294.29,"electronics,books",True,False,English,GBP,False,REF39083,True
USER-997287,Mary,Cantu,Mary Cantu,Female,2006-10-10,19,mary.cantu791@hotmail.com,302-325-2677,5576 Steele Loop,Duanemouth,Nevada,Morocco,17217,2021-04-21 07:47:42,2025-09-03 07:47:42,active,occasional,5,4688,937.6,"home,electronics,toys",False,False,Spanish,EUR,False,REF44732,False
USER-710434,Kyle,Fields,Kyle Fields,Male,1993-01-22,32,kyle.fields263@hotmail.com,566.887.8878,50305 Rosario Creek,Rosebury,Pennsylvania,Belize,92656,2021-05-13 07:47:42,2025-10-23 07:47:42,inactive,loyal,32,38647,1207.72,"clothing,beauty,home",False,True,German,CAD,True,REF22499,False
USER-139186,Brian,Bailey,Brian Bailey,Other,1956-10-24,69,brian.bailey591@gmail.com,272-886-3330x2126,25213 Alexander Village,Lake Bonniefort,Arkansas,Holy See (Vatican City State),78348,2023-10-10 07:47:42,2025-11-20 07:47:42,inactive,occasional,3,3350,1116.67,"toys,grocery",True,True,Hindi,USD,False,REF93084,False
USER-156757,Robin,Hernandez,Robin Hernandez,Female,1974-02-08,51,robin.hernandez43@yahoo.com,001-228-447-6570x4120,843 Huynh Groves Apt. 862,South Marissamouth,Hawaii,Macao,73135,2024-02-15 07:47:42,2025-09-22 07:47:42,active,regular,15,13231,882.07,electronics,False,False,Hindi,CAD,False,REF76155,True
USER-332873,Natalie,Morales,Natalie Morales,Female,1988-12-21,36,natalie.morales806@gmail.com,(828)591-7756x6205,2811 Carla Throughway,North Michaelmouth,Connecticut,Faroe Islands,04177,2023-09-14 07:47:42,2025-11-12 07:47:42,active,loyal,22,35592,1617.82,toys,False,True,German,CAD,True,REF66949,True
USER-899049,Theodore,Lopez,Theodore Lopez,Male,1977-02-16,48,theodore.lopez573@hotmail.com,2342199097,8356 Dickson Squares Apt. 568,Alanstad,Colorado,Germany,99025,2024-10-20 07:47:42,2025-09-29 07:47:42,active,regular,11,14194,1290.36,"sports,clothing,electronics",False,False,French,CAD,False,REF21743,True
USER-804378,Ashlee,Aguirre,Ashlee Aguirre,Female,1980-01-27,45,ashlee.aguirre375@gmail.com,001-367-390-4227,288 West Curve,East Lindsey,Virginia,Zambia,86250,2023-12-17 07:47:42,2025-11-06 07:47:42,active,regular,5,17610,3522.0,"grocery,books",True,False,English,EUR,False,REF36173,False
USER-263568,Matthew,Ward,Matthew Ward,Other,1953-10-28,72,matthew.ward88@yahoo.com,9633399129,1752 Martin Harbors,Port Monica,Alabama,Sri Lanka,72215,2025-04-13 07:47:42,2025-11-24 07:47:42,active,regular,9,19233,2137.0,"electronics,home",True,False,German,INR,False,REF12981,False
USER-319162,Barbara,Gomez,Barbara Gomez,Other,1972-12-27,52,barbara.gomez217@gmail.com,001-674-874-7219x705,1687 Rich Springs Apt. 903,South Michael,South Carolina,Ireland,82372,2024-10-08 07:47:42,2025-09-22 07:47:42,active,regular,13,13991,1076.23,"home,beauty,toys",True,False,Hindi,CAD,False,REF15699,False
USER-278593,Michael,Castro,Michael Castro,Male,1989-01-29,36,michael.castro206@gmail.com,962-396-1367x1577,55973 Wilson Motorway Apt. 827,South Kaylaborough,Idaho,Belize,53129,2021-06-27 07:47:42,2025-09-02 07:47:42,active,occasional,1,4308,4308.0,clothing,False,False,French,USD,False,REF12500,False
USER-780956,Brianna,Lewis,Brianna Lewis,Female,1993-07-08,32,brianna.lewis390@gmail.com,+1-660-456-7303x064,8342 Christopher Meadow Suite 423,West Richardport,Georgia,Belize,93851,2023-01-23 07:47:42,2025-09-01 07:47:42,inactive,loyal,30,35881,1196.03,"clothing,grocery,toys",False,True,English,EUR,True,REF79391,False
