transaction_id,user_id,product_id,category,quantity,unit_price,subtotal,discount_percent,discount_amount,tax_amount,shipping_fee,total_amount,payment_method,status,transaction_timestamp,delivery_pincode,delivery_city,delivery_state,delivery_country,expected_delivery_date,actual_delivery_date,customer_email,customer_phone,order_source,is_first_purchase,coupon_code
TXN-16094F5C8C81,USER-187657,PROD-50620,clothing,3,4488,13464,20,2692.8,1938.82,0,12710.02,credit_card,completed,2025-07-02 11:00:09,83058,South Julieview,Mississippi,ML,2025-07-05,2025-07-06,maurice61@example.com,+1-893-699-8245x58771,mobile_web,False,COUP4909
TXN-1B058B15C285,USER-160718,PROD-42044,clothing,1,3859,3859,5,192.95,659.89,0,4325.94,credit_card,completed,2025-06-14 08:37:09,61285,Port Gary,Michigan,NL,2025-06-17,2025-06-16,esweeney@example.org,(653)955-4496,mobile_web,True,COUP1185
TXN-4E115E0DEAF7,USER-271790,PROD-75065,beauty,1,2292,2292,10,229.2,371.3,0,2434.1,credit_card,completed,2025-09-22 07:52:09,48101,Gutierrezburgh,Alaska,CN,2025-09-25,2025-09-30,ebonyshepard@example.net,001-313-326-1117x8006,web,False,COUP8034
TXN-D7668ED329F6,USER-385192,PROD-78662,clothing,2,2454,4908,5,245.4,839.27,0,5501.87,credit_card,completed,2025-08-30 06:17:09,34901,North Diana,Missouri,KR,2025-09-06,2025-09-02,johnmitchell@example.net,(928)620-0557,mobile_app,True,COUP5179
TXN-C9C881199415,USER-910894,PROD-23487,jewelry,2,89358,178716,0,0.0,32168.88,0,210884.88,debit_card,completed,2025-11-27 00:46:09,72399,Taylorside,Idaho,UA,2025-12-03,2025-12-01,owelch@example.net,(488)645-7831x74564,mobile_app,True,
TXN-6F58890F172F,USER-287654,PROD-14635,automotive,2,47294,94588,0,0.0,17025.84,0,111613.84,credit_card,completed,2025-09-09 22:56:09,01884,New Lisaberg,Minnesota,JO,2025-09-12,2025-09-15,snichols@example.com,001-874-806-4930x85368,mobile_app,True,
TXN-4F1776788695,USER-626428,PROD-98254,electronics,1,12253,12253,5,612.65,2095.26,0,13735.61,credit_card,completed,2025-08-02 21:59:09,33255,Lake Jillian,Missouri,MT,2025-08-07,2025-08-06,josehenderson@example.org,994.648.4631x22417,web,False,COUP1130
TXN-291C4A15B09E,USER-486839,PROD-36302,books,2,1254,2508,10,250.8,406.3,0,2663.5,credit_card,completed,2025-07-27 01:02:09,92313,Lopeztown,Georgia,BE,2025-08-03,2025-08-04,lopezcurtis@example.com,(770)831-2073,web,True,COUP1104
TXN-4C25F468A51B,USER-529954,PROD-13133,sports,1,9272,9272,10,927.2,1502.06,0,9846.86,paypal,cancelled,2025-11-29 10:24:09,41339,Boltonmouth,Vermont,AU,2025-12-04,,christopher20@example.com,001-561-287-2346x01367,web,True,COUP9680
TXN-9C7E9740207E,USER-349736,PROD-65026,grocery,4,172,688,0,0.0,123.84,0,811.84,credit_card,completed,2025-10-01 15:22:09,26607,Mossville,North Dakota,TL,2025-10-06,2025-10-06,thomasmaldonado@example.com,520-888-1474x35031,mobile_web,True,
TXN-C321A05676E0,USER-708982,PROD-22527,automotive,2,9249,18498,0,0.0,3329.64,0,21827.64,debit_card,completed,2025-06-14 03:33:09,43035,East Laurashire,Delaware,MY,2025-06-19,2025-06-18,albertwilliams@example.net,792.451.3271x9500,mobile_app,False,
TXN-7DA0936C3D1B,USER-834764,PROD-52762,beauty,1,2004,2004,0,0.0,360.72,0,2364.72,credit_card,completed,2025-07-04 04:39:09,92425,East Tonymouth,Oklahoma,KH,2025-07-07,2025-07-07,linda73@example.org,001-565-424-0778x487,mobile_app,False,
TXN-3122DE98E83B,USER-429287,PROD-63282,clothing,1,4690,4690,10,469.0,759.78,0,4980.78,debit_card,completed,2025-10-31 05:38:09,71754,Mariomouth,Louisiana,US,2025-11-05,2025-11-08,caseymoore@example.com,585-770-8620x959,mobile_web,True,COUP4522
TXN-D14E5BAC1ECC,USER-976530,PROD-52964,home,2,3188,6376,20,1275.2,918.14,0,6018.94,credit_card,completed,2025-09-14 22:56:09,95004,Lake Tammyfurt,Illinois,SL,2025-09-18,2025-09-16,jcannon@example.net,356-951-1810x2203,mobile_app,False,COUP5093
TXN-A12E9D66F101,USER-199326,PROD-70560,clothing,1,1445,1445,0,0.0,260.1,0,1705.1,upi,completed,2025-10-10 19:25:09,25616,North Ashleyfurt,Texas,RW,2025-10-13,2025-10-16,brandon39@example.net,803-771-7058,mobile_web,False,
TXN-EA07EF3FE7B6,USER-952227,PROD-19828,electronics,1,4725,4725,5,236.25,807.98,0,5296.73,upi,completed,2025-09-07 04:46:09,93356,Port Christinahaven,Arizona,ES,2025-09-13,2025-09-09,davenportchristian@example.org,811.338.6338x39288,web,False,COUP7471
TXN-505E3A8D6504,USER-620226,PROD-13864,toys,1,5796,5796,0,0.0,1043.28,0,6839.28,paypal,completed,2025-08-08 03:46:09,84206,Emilychester,Connecticut,DM,2025-08-15,2025-08-14,andreawagner@example.net,(889)875-5855,mobile_web,True,
TXN-2C5E36F978FC,USER-778720,PROD-48680,grocery,3,893,2679,0,0.0,482.22,0,3161.22,credit_card,completed,2025-08-15 01:07:09,95641,Charleneshire,Ohio,GH,2025-08-22,2025-08-18,vcannon@example.com,(277)660-0490x824,mobile_web,True,
TXN-A4BA58DB90C9,USER-501078,PROD-57069,grocery,2,1165,2330,0,0.0,419.4,0,2749.4,debit_card,completed,2025-09-22 02:47:09,29584,Port Leslie,Wyoming,FM,2025-09-27,2025-09-28,samantha88@example.net,001-721-507-5224,web,True,
TXN-668CB29C9E70,USER-950069,PROD-46822,electronics,1,31412,31412,10,3141.2,5088.74,0,33359.54,cod,cancelled,2025-11-05 00:06:09,31040,Lisaland,Oregon,MZ,2025-11-09,,jessicacummings@example.com,(379)219-4096,mobile_app,True,COUP4594
TXN-6980655463AD,USER-703656,PROD-60911,beauty,1,861,861,5,43.05,147.23,0,965.18,upi,completed,2025-07-02 07:03:09,44330,Nicholechester,Nebraska,CL,2025-07-07,2025-07-08,julieatkinson@example.org,+1-460-248-0589x2583,mobile_web,True,COUP4084
TXN-3C515AEFE0FF,USER-977340,PROD-74517,automotive,1,20754,20754,0,0.0,3735.72,0,24489.72,credit_card,completed,2025-11-24 15:18:09,88795,Maddoxshire,North Carolina,BW,2025-11-27,2025-11-28,ryanhartman@example.org,(351)879-0864,mobile_web,True,
TXN-517CACBF0C7B,USER-945619,PROD-27103,beauty,3,876,2628,10,262.8,425.74,0,2790.94,credit_card,completed,2025-07-02 08:50:09,66275,Ayalaberg,Wisconsin,CR,2025-07-06,2025-07-10,fhansen@example.com,+1-393-389-8331x4659,web,False,COUP2188
TXN-F38371FC12C0,USER-491738,PROD-96787,toys,1,5000,5000,0,0.0,900.0,0,5900.0,credit_card,completed,2025-08-10 11:17:09,88548,Hendersonstad,Illinois,LI,2025-08-15,2025-08-13,brittney04@example.org,(397)292-7033x521,mobile_web,False,
TXN-417FCAAB0619,USER-334081,PROD-97232,jewelry,1,23983,23983,10,2398.3,3885.25,0,25469.95,credit_card,completed,2025-11-29 09:12:09,32357,Port Marissa,Maine,AL,2025-12-05,2025-12-07,heather14@example.com,405.238.3388x4879,mobile_web,True,COUP3983
TXN-98F749E48F14,USER-731650,PROD-51709,jewelry,2,29953,59906,0,0.0,10783.08,0,70689.08,debit_card,completed,2025-11-11 00:26:09,49863,West Georgeport,Illinois,MC,2025-11-16,2025-11-14,brian01@example.com,+1-345-410-4636x81579,mobile_web,True,
TXN-5FC0B7F9065E,USER-961574,PROD-97821,beauty,1,1979,1979,0,0.0,356.22,0,2335.22,debit_card,completed,2025-11-02 08:48:09,26567,Castrotown,Arizona,HU,2025-11-05,2025-11-07,matthew62@example.org,(655)543-8404x608,mobile_app,False,
TXN-7D5346AEE5AF,USER-274418,PROD-64266,grocery,1,1855,1855,5,92.75,317.2,0,2079.45,credit_card,completed,2025-07-05 11:00:09,20385,Pennyberg,Colorado,ZA,2025-07-09,2025-07-08,rmeyer@example.net,+1-536-439-2649x5782,mobile_app,True,COUP1547
TXN-F6F3FF943DE3,USER-409234,PROD-12631,beauty,4,1219,4876,0,0.0,877.68,0,5753.68,credit_card,completed,2025-11-10 13:51:09,76657,Port Devin,Vermont,MA,2025-11-13,2025-11-14,russellstout@example.org,+1-892-851-8812x5205,mobile_web,False,
TXN-1C853F98C2AA,USER-838726,PROD-14062,toys,2,7920,15840,5,792.0,2708.64,0,17756.64,credit_card,completed,2025-09-07 01:36:09,40261,Reeseview,Georgia,ET,2025-09-13,2025-09-14,andersonanthony@example.net,+1-949-499-3933x051,mobile_web,False,COUP5612
TXN-B13A42DD40DF,USER-411847,PROD-41135,clothing,1,706,706,5,35.3,120.73,0,791.43,debit_card,completed,2025-11-29 18:43:09,66341,Josephstad,Idaho,MW,2025-12-04,2025-12-07,kwells@example.org,306.404.6333,mobile_web,False,COUP4271
TXN-08B151E9D116,USER-201698,PROD-13373,sports,2,3198,6396,20,1279.2,921.02,0,6037.82,debit_card,completed,2025-08-20 16:17:09,58078,Wattsmouth,Kansas,NP,2025-08-25,2025-08-22,mparsons@example.net,(256)599-9880x8177,mobile_web,False,COUP4029
TXN-3831AE507EE9,USER-489043,PROD-59996,beauty,1,914,914,0,0.0,164.52,0,1078.52,debit_card,completed,2025-09-22 13:45:09,68488,Terrellton,Oklahoma,MW,2025-09-26,2025-09-30,leescott@example.com,001-347-426-4908x27718,mobile_web,True,
TXN-B5A70EAECF7C,USER-189870,PROD-97574,beauty,1,2367,2367,10,236.7,383.45,0,2513.75,credit_card,completed,2025-08-22 15:22:09,77236,South Robert,New Hampshire,AR,2025-08-29,2025-08-29,shawnmosley@example.org,814.452.1117x518,mobile_app,True,COUP8803
TXN-EAE05071731C,USER-413369,PROD-20348,toys,3,7595,22785,0,0.0,4101.3,0,26886.3,debit_card,completed,2025-07-06 10:09:09,50135,Williamsburgh,Michigan,TM,2025-07-10,2025-07-08,fernandothomas@example.net,5642474212,mobile_app,True,
TXN-B2A6A83D49D2,USER-275284,PROD-37772,sports,1,2467,2467,0,0.0,444.06,0,2911.06,debit_card,completed,2025-06-23 02:55:09,82101,Alexanderfort,New York,ST,2025-06-30,2025-06-27,franklintrevor@example.org,001-577-667-1990,mobile_app,True,
TXN-70023B00EFE8,USER-191254,PROD-60868,automotive,1,26541,26541,15,3981.15,4060.77,0,26620.62,debit_card,pending,2025-11-26 09:09:09,81734,North Jack,Arkansas,TD,2025-12-03,,benjamin09@example.net,451-901-6224x9998,mobile_web,False,COUP2843
TXN-BF7628150476,USER-534574,PROD-29613,home,1,18766,18766,10,1876.6,3040.09,0,19929.49,net_banking,pending,2025-07-09 03:58:09,98717,Sarahland,Wyoming,KG,2025-07-14,,miguel61@example.com,+1-814-572-1458,mobile_web,False,COUP7732
TXN-BF85636496B4,USER-376967,PROD-60206,grocery,2,1221,2442,0,0.0,439.56,0,2881.56,credit_card,completed,2025-06-27 10:04:09,91704,New Brian,Oregon,ZA,2025-07-03,2025-06-29,webbhaley@example.net,969-954-8995x2997,mobile_app,False,
TXN-0409E6C9F596,USER-824056,PROD-41139,electronics,1,49373,49373,0,0.0,8887.14,0,58260.14,credit_card,completed,2025-09-13 22:31:09,24081,Lake Kelly,Illinois,AD,2025-09-19,2025-09-21,johnsoncolleen@example.org,001-639-366-0558x3034,mobile_web,True,
TXN-C4824301D7B5,USER-339030,PROD-27614,books,2,1007,2014,0,0.0,362.52,0,2376.52,upi,completed,2025-11-08 01:20:09,40841,Williammouth,Wyoming,AF,2025-11-12,2025-11-16,jenningsmatthew@example.net,001-290-423-5577,mobile_app,False,
TXN-B0BF259C5722,USER-896386,PROD-77698,beauty,1,380,380,0,0.0,68.4,50,498.4,credit_card,completed,2025-10-26 14:52:09,63611,Lake Steven,Ohio,LT,2025-11-02,2025-10-28,abowers@example.net,7847958803,web,True,
TXN-0A0D838B5F2E,USER-973390,PROD-36309,electronics,1,16850,16850,0,0.0,3033.0,0,19883.0,credit_card,completed,2025-08-27 17:16:09,09179,West Mary,Michigan,MT,2025-09-02,2025-09-03,ashleyprice@example.net,745-904-6173,web,True,
TXN-7A1424C39C50,USER-353690,PROD-58819,grocery,1,1266,1266,20,253.2,182.3,0,1195.1,debit_card,completed,2025-09-03 01:55:09,40167,New Kevin,Delaware,MR,2025-09-08,2025-09-10,stricklandrobin@example.com,407.582.3578x45218,mobile_web,True,COUP5670
TXN-1970955DBE5D,USER-128783,PROD-60667,electronics,3,11176,33528,10,3352.8,5431.54,0,35606.74,credit_card,completed,2025-10-03 10:35:09,95471,South Paulhaven,Delaware,AF,2025-10-08,2025-10-10,sarah91@example.com,601.684.0943x533,mobile_app,True,COUP1145
TXN-2C1F3B2620A2,USER-597126,PROD-27342,home,2,19898,39796,0,0.0,7163.28,0,46959.28,debit_card,cancelled,2025-06-18 23:21:09,70267,Kendraville,Louisiana,CZ,2025-06-24,,joshuasmith@example.net,+1-481-638-5854,mobile_app,False,
TXN-A9FFEE22893E,USER-364239,PROD-38601,grocery,2,668,1336,10,133.6,216.43,0,1418.83,credit_card,completed,2025-07-22 09:55:09,75747,East Charles,South Carolina,LU,2025-07-27,2025-07-28,bwilliams@example.com,+1-601-760-1662x99795,mobile_web,False,COUP5890
TXN-FA42D4458CE2,USER-817659,PROD-24169,grocery,1,180,180,0,0.0,32.4,50,262.4,credit_card,completed,2025-06-15 08:51:09,26472,Port Kathyshire,Florida,BW,2025-06-20,2025-06-18,tdavis@example.net,+1-977-933-2945x6255,web,True,
TXN-D2C1308883B7,USER-159532,PROD-88647,toys,1,5611,5611,0,0.0,1009.98,0,6620.98,credit_card,completed,2025-09-15 22:50:09,04467,South Danielfort,New Jersey,DO,2025-09-21,2025-09-20,katrina99@example.org,516.415.8148x76963,mobile_app,True,
TXN-F3C09F9541E2,USER-711344,PROD-84978,sports,2,6022,12044,0,0.0,2167.92,0,14211.92,debit_card,completed,2025-06-11 20:16:09,63726,Jonesborough,Vermont,UA,2025-06-16,2025-06-19,bmueller@example.net,983-421-9719x97581,web,True,
TXN-6552B9D7217D,USER-408054,PROD-22793,grocery,2,312,624,10,62.4,101.09,0,662.69,debit_card,pending,2025-06-08 21:07:09,40875,Jonesville,Utah,UG,2025-06-11,,pmurphy@example.net,6138290227,web,False,COUP4659
TXN-6E4250E212C3,USER-880360,PROD-50250,toys,3,6656,19968,0,0.0,3594.24,0,23562.24,debit_card,completed,2025-10-30 16:45:09,81185,Gonzalezmouth,Maryland,TN,2025-11-06,2025-11-05,samantha65@example.org,001-209-286-2405,mobile_web,True,
TXN-E97E06DBC62D,USER-595158,PROD-35499,automotive,3,8352,25056,0,0.0,4510.08,0,29566.08,credit_card,completed,2025-10-23 03:36:09,92691,Danielport,Alaska,GW,2025-10-28,2025-10-28,zpark@example.net,866-466-8327x23865,mobile_web,False,
TXN-D3A831A943E3,USER-250181,PROD-51469,home,1,2848,2848,5,142.4,487.01,0,3192.61,credit_card,completed,2025-11-28 17:31:09,38311,East Alexander,Tennessee,AM,2025-12-02,2025-12-06,jennifertucker@example.com,(912)867-9692,web,True,COUP9021
TXN-D30740586288,USER-923353,PROD-21539,home,2,14411,28822,0,0.0,5187.96,0,34009.96,net_banking,completed,2025-11-20 14:36:09,72859,Cruzbury,Idaho,NO,2025-11-25,2025-11-22,lanemelanie@example.org,001-384-968-9500x975,mobile_app,True,
TXN-D30E170A7874,USER-118786,PROD-98702,electronics,2,41570,83140,0,0.0,14965.2,0,98105.2,paypal,completed,2025-11-03 19:16:09,91005,East Jessicahaven,Wisconsin,IT,2025-11-10,2025-11-07,hblack@example.net,737-218-9490,web,True,
TXN-9A255257031D,USER-963862,PROD-15992,books,1,695,695,5,34.75,118.84,0,779.1,debit_card,completed,2025-06-08 03:27:09,61956,Huntfort,Oregon,ES,2025-06-14,2025-06-12,robert44@example.org,2946940792,web,True,COUP7609
TXN-C4C3D2BE234B,USER-120053,PROD-39939,sports,5,12313,61565,0,0.0,11081.7,0,72646.7,credit_card,completed,2025-10-29 20:03:09,97150,West Toddberg,North Carolina,BO,2025-11-01,2025-11-03,johnathan94@example.com,901-492-9275x243,mobile_web,False,
TXN-52B911187798,USER-908713,PROD-80088,jewelry,1,7368,7368,0,0.0,1326.24,0,8694.24,credit_card,completed,2025-11-17 09:41:09,69626,West Traceyberg,Rhode Island,DE,2025-11-23,2025-11-22,amullins@example.com,272.439.5041,mobile_app,True,
TXN-5A41C0924FFA,USER-673867,PROD-43126,grocery,1,1487,1487,5,74.35,254.28,0,1666.93,debit_card,completed,2025-06-14 04:06:09,61320,Alvarezfort,West Virginia,GB,2025-06-21,2025-06-18,noahthornton@example.com,728-860-4765x801,mobile_web,True,COUP7862
TXN-CD8EFB7C6290,USER-971002,PROD-23751,automotive,2,47605,95210,0,0.0,17137.8,0,112347.8,upi,completed,2025-06-28 00:59:09,80518,Matthewview,Connecticut,IE,2025-07-03,2025-07-06,rmurray@example.net,293.385.2580,mobile_web,True,
TXN-0E9C5091CE0C,USER-475308,PROD-63707,books,1,428,428,0,0.0,77.04,50,555.04,credit_card,cancelled,2025-09-07 00:48:09,02068,Davisville,Utah,PE,2025-09-10,,jeffrey44@example.org,3093109391,mobile_web,True,
TXN-0509D57B3148,USER-215795,PROD-85255,grocery,3,355,1065,10,106.5,172.53,0,1131.03,credit_card,completed,2025-09-25 11:34:09,79758,South Diana,Tennessee,TM,2025-10-01,2025-09-29,pauladominguez@example.com,871-774-6542x1406,mobile_app,False,COUP1820
TXN-48544D826173,USER-204657,PROD-32898,electronics,1,19542,19542,5,977.1,3341.68,0,21906.58,credit_card,completed,2025-11-19 06:54:09,08373,Stephanieview,Idaho,OM,2025-11-23,2025-11-26,vasquezsarah@example.net,(227)312-8639x1741,mobile_web,True,COUP6384
TXN-BEA60C822E67,USER-474894,PROD-67372,jewelry,3,36167,108501,0,0.0,19530.18,0,128031.18,upi,completed,2025-08-19 19:19:09,09730,Kimberlytown,New York,CZ,2025-08-24,2025-08-27,fitzpatrickelizabeth@example.com,(856)390-8776,mobile_app,False,
TXN-80A9CBDAEDED,USER-938754,PROD-65278,home,1,3904,3904,10,390.4,632.45,0,4146.05,cod,completed,2025-11-03 17:50:09,71296,North Patrick,Vermont,RO,2025-11-10,2025-11-08,bradleysavannah@example.com,246-801-5851x74328,mobile_web,False,COUP3969
TXN-B008DE22EEDB,USER-741018,PROD-59774,beauty,1,2654,2654,5,132.7,453.83,0,2975.13,upi,cancelled,2025-10-27 15:50:09,87104,West Heather,Connecticut,ZM,2025-11-02,,tom73@example.org,6309937618,web,False,COUP8220
TXN-9F3E4CC3DB42,USER-148205,PROD-18301,books,1,1441,1441,10,144.1,233.44,0,1530.34,debit_card,completed,2025-07-05 08:12:09,70485,Levytown,Arizona,LU,2025-07-09,2025-07-12,morganjennifer@example.com,238-478-2931,mobile_app,True,COUP8091
TXN-C66050B437D1,USER-793856,PROD-42581,grocery,2,758,1516,5,75.8,259.24,0,1699.44,credit_card,completed,2025-06-27 06:48:09,64581,South Rebeccaton,Kansas,ME,2025-07-01,2025-07-03,alexischen@example.com,579-329-1117,mobile_app,False,COUP3709
TXN-5CA536F5CDCE,USER-178501,PROD-74441,beauty,1,1136,1136,0,0.0,204.48,0,1340.48,debit_card,completed,2025-08-25 18:56:09,27061,Rogersfurt,Massachusetts,CL,2025-08-29,2025-08-27,marcoconnell@example.org,001-909-525-1142x62582,mobile_app,False,
TXN-A0D2AE5ECACE,USER-940183,PROD-85108,grocery,3,230,690,0,0.0,124.2,0,814.2,credit_card,completed,2025-06-16 07:42:09,76783,East Craigfurt,Wyoming,DJ,2025-06-22,2025-06-21,hobbschristopher@example.org,(619)946-7232,web,True,
TXN-789E56602ED7,USER-966028,PROD-21913,jewelry,2,82142,164284,15,24642.6,25135.45,0,164776.85,debit_card,completed,2025-08-05 21:25:09,54506,East Cheryl,Arizona,UG,2025-08-08,2025-08-13,jennifersalazar@example.org,+1-545-960-8331x8195,web,False,COUP6439
TXN-A01E3B632309,USER-687360,PROD-91232,jewelry,2,63014,126028,0,0.0,22685.04,0,148713.04,debit_card,completed,2025-06-15 00:48:09,82612,West Brian,Delaware,CZ,2025-06-20,2025-06-19,kjimenez@example.net,9052436459,mobile_web,False,
TXN-D4DCF6C07606,USER-674295,PROD-78417,beauty,1,585,585,0,0.0,105.3,0,690.3,credit_card,completed,2025-08-18 04:32:09,14187,New Gregorytown,New York,SG,2025-08-25,2025-08-21,jonesjoe@example.com,001-595-363-5315,web,True,
TXN-D6EF9ECD656B,USER-993590,PROD-61497,sports,2,7888,15776,0,0.0,2839.68,0,18615.68,credit_card,completed,2025-11-18 10:55:09,31580,Kanefurt,Iowa,BN,2025-11-25,2025-11-20,drichards@example.com,(539)772-6527,mobile_app,False,
TXN-B88EA3B905FD,USER-790441,PROD-87242,automotive,4,9323,37292,0,0.0,6712.56,0,44004.56,upi,completed,2025-08-11 13:18:09,35850,West David,Vermont,TN,2025-08-18,2025-08-19,ramirezdaniel@example.com,562.353.4929x298,web,True,
TXN-04AD9489CC2C,USER-865979,PROD-26827,clothing,2,3473,6946,5,347.3,1187.77,0,7786.47,credit_card,pending,2025-08-14 11:50:09,54462,Atkinsborough,Pennsylvania,PY,2025-08-18,,uramirez@example.com,001-233-956-9392x9060,mobile_app,False,COUP6617
TXN-1AEFF25941B5,USER-408463,PROD-69355,home,1,4727,4727,10,472.7,765.77,0,5020.07,upi,completed,2025-06-03 13:53:09,96639,South Amandafort,Vermont,BZ,2025-06-08,2025-06-10,fsimpson@example.net,001-206-932-5431x07427,mobile_web,True,COUP4291
TXN-33CB86AF354B,USER-319899,PROD-91810,books,3,807,2421,0,0.0,435.78,0,2856.78,upi,cancelled,2025-10-15 15:14:09,61287,Port Jacqueline,Idaho,MN,2025-10-20,,apadilla@example.net,565-380-4649,mobile_web,True,
TXN-DEF4113BB53B,USER-897730,PROD-56168,automotive,1,31981,31981,15,4797.15,4893.09,0,32076.94,upi,completed,2025-07-16 21:52:09,81825,Jillton,North Carolina,GQ,2025-07-22,2025-07-24,pamela16@example.com,590.355.2818x325,web,True,COUP1414
TXN-F1DC8A18E59F,USER-499371,PROD-29048,electronics,1,44425,44425,0,0.0,7996.5,0,52421.5,upi,refunded,2025-06-08 23:39:09,85571,Mclaughlinshire,Vermont,GE,2025-06-11,,lukehurst@example.net,+1-664-901-5577x88178,mobile_web,False,
TXN-5B89FD20F1A3,USER-313910,PROD-80932,electronics,2,24006,48012,0,0.0,8642.16,0,56654.16,paypal,completed,2025-10-03 08:07:09,81890,Laurenland,Illinois,PK,2025-10-10,2025-10-08,millerrachael@example.com,212-641-2723,web,False,
TXN-426E2246B678,USER-826596,PROD-97096,electronics,1,25507,25507,20,5101.4,3673.01,0,24078.61,net_banking,completed,2025-07-12 06:48:09,55097,South Michael,New Hampshire,LK,2025-07-17,2025-07-15,carterbryan@example.org,456.695.5798x87749,mobile_web,False,COUP4695
TXN-2A2101223DB8,USER-764575,PROD-94886,beauty,1,2560,2560,5,128.0,437.76,0,2869.76,upi,cancelled,2025-09-15 17:37:09,23010,Jeremystad,Maine,BE,2025-09-18,,michaelbryant@example.org,+1-428-942-2223x105,web,True,COUP9418
TXN-414C1FE78440,USER-225151,PROD-59440,electronics,1,28582,28582,0,0.0,5144.76,0,33726.76,credit_card,completed,2025-11-28 21:19:09,34633,Jackside,Virginia,AU,2025-12-02,2025-11-30,tiffany25@example.com,+1-928-741-0672,web,False,
TXN-A5248E1C5DB8,USER-725874,PROD-16665,jewelry,1,87755,87755,10,8775.5,14216.31,0,93195.81,debit_card,completed,2025-09-09 15:34:09,20955,Lake Amyhaven,Michigan,KH,2025-09-13,2025-09-15,thomas49@example.net,(397)651-7028,web,True,COUP7814
TXN-78E629310C10,USER-669460,PROD-80390,toys,1,953,953,15,142.95,145.81,0,955.86,debit_card,completed,2025-09-16 01:00:09,03751,Williamsonbury,New Hampshire,MK,2025-09-23,2025-09-22,nguyencathy@example.org,001-383-843-0187,mobile_app,True,COUP2879
TXN-90847EA4B8BE,USER-801432,PROD-55351,grocery,3,542,1626,5,81.3,278.05,0,1822.75,debit_card,cancelled,2025-06-08 21:24:09,25987,Stewarthaven,Arkansas,TL,2025-06-11,,raymond65@example.com,(904)655-4781x376,mobile_app,False,COUP9851
TXN-8BDA2CF90A1F,USER-859143,PROD-47070,electronics,2,34373,68746,0,0.0,12374.28,0,81120.28,upi,completed,2025-11-18 21:51:09,21969,Chandlerchester,Florida,TZ,2025-11-22,2025-11-22,thomaskevin@example.net,519-461-0646x28792,mobile_web,True,
TXN-BBE36D58CB10,USER-200617,PROD-31940,automotive,1,35444,35444,0,0.0,6379.92,0,41823.92,debit_card,completed,2025-06-07 17:55:09,50540,Angelaton,Maryland,TV,2025-06-10,2025-06-10,troy73@example.org,9245471462,mobile_web,False,
TXN-A13B8279560B,USER-777968,PROD-19452,home,1,978,978,0,0.0,176.04,0,1154.04,credit_card,completed,2025-09-26 14:44:09,04229,Port Joshualand,Rhode Island,CH,2025-10-03,2025-10-04,bianca96@example.com,+1-971-458-9042x9025,web,False,
TXN-1CEB225836EF,USER-527433,PROD-60860,grocery,1,1340,1340,0,0.0,241.2,0,1581.2,credit_card,completed,2025-11-28 11:02:09,47344,North Joseph,Nebraska,ZW,2025-12-05,2025-11-30,brandon48@example.net,783-621-9285,mobile_web,True,
TXN-08368D76AEB0,USER-834928,PROD-19514,beauty,1,2209,2209,10,220.9,357.86,0,2345.96,credit_card,completed,2025-08-09 19:23:09,36081,Codyshire,Minnesota,CV,2025-08-12,2025-08-14,taylorjuan@example.com,(352)813-2833x89888,web,True,COUP3234
TXN-BD484A3131D7,USER-883028,PROD-61248,automotive,4,19831,79324,0,0.0,14278.32,0,93602.32,debit_card,pending,2025-06-17 20:48:09,60858,North Loritown,New Mexico,MG,2025-06-24,,hannah27@example.net,352.840.1322x34232,mobile_web,True,
TXN-D3459749849E,USER-229221,PROD-15475,electronics,1,38033,38033,5,1901.65,6503.64,0,42634.99,net_banking,completed,2025-09-03 01:22:09,91047,North Andrewfort,Wisconsin,NR,2025-09-10,2025-09-06,gonzalezantonio@example.net,590.471.4014x01193,web,True,COUP4617
TXN-9DE217662453,USER-746850,PROD-43127,sports,1,2277,2277,10,227.7,368.87,0,2418.17,paypal,pending,2025-07-12 17:07:09,88397,Anthonyberg,West Virginia,IT,2025-07-19,,michael89@example.org,591.919.0833x42801,web,False,COUP2103
TXN-CB32C77315FC,USER-362865,PROD-22871,sports,1,12288,12288,20,2457.6,1769.47,0,11599.87,credit_card,completed,2025-10-01 04:30:09,48534,South Emily,Connecticut,EG,2025-10-08,2025-10-03,tina63@example.net,961.751.7182,web,False,COUP8960
TXN-57CB7AADD39F,USER-572536,PROD-53036,jewelry,1,87431,87431,5,4371.55,14950.7,0,98010.15,debit_card,completed,2025-09-10 18:38:09,92871,Angelaton,Colorado,LR,2025-09-13,2025-09-14,swilson@example.com,+1-447-238-6463x175,web,True,COUP8145
TXN-2D8705CA7116,USER-390119,PROD-57118,home,3,11064,33192,0,0.0,5974.56,0,39166.56,credit_card,completed,2025-07-12 04:37:09,88864,Powersfurt,New Hampshire,SK,2025-07-19,2025-07-14,wilsonralph@example.net,001-812-315-3539,mobile_app,True,
TXN-799D40DF47DC,USER-664781,PROD-35746,books,1,1383,1383,0,0.0,248.94,0,1631.94,credit_card,completed,2025-11-22 13:11:09,31023,Hardyview,Wisconsin,LC,2025-11-28,2025-11-30,katelyn65@example.com,+1-496-278-4271x14773,mobile_web,True,
